channel_link,updated_on,last_synched_on,created_on,event_date_fk,event_fk,id,channel_fk,operation
,2021-12-20T12:58:22.84479,2021-12-20T13:00:08.9827,2021-12-18T11:50:19.793085,,3930016,3930019,3710037,UPDATE
https://zoom.us,2022-02-10T21:15:49.19284,2022-02-10T21:16:07.639119,2022-01-04T13:48:32.334688,,3941778,3941789,3709989,UPDATE
,2022-02-21T16:08:45.637281,2022-02-21T16:08:57.686948,2022-01-30T20:50:31.357466,,3976835,3976838,3710037,UPDATE
,2022-08-11T15:26:59.920009,2022-08-11T15:40:10.23357,2022-08-11T15:24:33.265662,,60639,4151406,3710037,UPDATE
83097692989,2021-11-27T12:10:48.181185,2021-11-27T12:11:04.570714,2021-06-28T19:30:42.21462,,65051,3716446,3709989,UPDATE
,2021-11-27T11:46:29.416221,2021-11-27T11:46:47.349556,2021-06-28T21:19:45.116426,,3559966,3716889,3710037,UPDATE
,2022-06-27T16:05:35.796573,2022-07-08T12:14:12.294676,2022-04-29T13:25:10.556439,,62808,4055378,3710037,UPDATE
live,2021-11-27T11:50:16.487922,2021-11-27T11:50:28.442393,2021-06-28T20:20:07.771793,,3661728,3716699,3710003,UPDATE
82884802658,2021-11-27T12:08:19.833852,2021-11-27T12:08:38.453455,2021-06-28T20:25:46.542105,,3557349,3716725,3709989,UPDATE
live,2021-11-27T12:02:38.563787,2021-11-27T12:02:50.302755,2021-09-24T18:52:02.531199,,3822203,3822207,3710003,UPDATE
,2021-11-27T12:08:26.454191,2021-11-27T12:08:40.590411,2021-06-28T20:17:12.188386,,3533247,3716677,3710037,UPDATE
http://www.facebook.com/brahmakumarisbrighton,2021-11-27T12:26:30.37064,2021-11-27T12:26:45.458474,2021-06-28T20:22:11.496255,,63366,3716712,3709990,DELETE
https://www.facebook.com/BrahmaKumarisLeeds/videos,2021-11-27T12:08:57.244402,2021-11-27T12:09:09.072665,2021-06-28T20:18:06.484614,,3667983,3716684,3709990,DELETE
,2021-11-27T11:44:36.645635,2021-11-27T11:44:51.293765,2021-06-28T20:26:25.206488,,65337,3716731,3710037,UPDATE
,2022-08-04T15:15:47.256883,2022-08-04T15:15:59.429836,2021-10-25T18:22:50.213513,,3852970,3852988,3710037,UPDATE
,2021-11-27T12:08:57.271437,2021-11-27T12:09:13.497682,2021-06-28T20:18:06.484614,,3667983,3716685,3710037,UPDATE
,,2021-11-06T14:40:22.887462,2021-10-26T15:52:37.928841,,3853840,3853843,3710037,INSERT
https://us02web.zoom.us/meeting/register/tZ0kdOGrqT0jH9aOXI3TE4DACPK7e_yNR2ZP,2021-11-27T12:08:57.271437,2021-11-27T12:09:17.998281,2021-06-28T20:18:06.484614,,3667983,3716682,3709989,UPDATE
,2021-11-27T12:11:40.455448,2021-11-27T12:11:56.970759,2021-11-06T17:56:27.833996,,3534673,3871129,3710037,UPDATE
86979659712,2021-11-27T12:05:31.345081,2021-11-27T12:05:44.606164,2021-06-28T20:23:17.579548,,3564173,3716713,3709989,UPDATE
https://www.facebook.com/BrahmaKumarisLeeds,2021-11-27T11:44:36.629498,2021-11-27T11:44:53.072029,2021-06-28T20:26:25.206488,,65337,3716729,3709990,DELETE
https://www.facebook.com/BrahmaKumarisLeeds/videos/,2022-07-07T00:26:32.062982,2022-07-07T00:27:06.712373,2021-06-28T17:36:59.547589,,3598894,3715964,3709990,DELETE
,2021-11-27T11:50:16.487922,2021-11-27T11:50:32.71776,2021-06-28T20:20:07.771793,,3661728,3716700,3710037,UPDATE
http://www.facebook.com/brahmakumarisbrighton,2022-08-02T10:46:50.375063,2022-08-02T10:47:14.789153,2021-06-28T20:26:04.844907,,65134,3716727,3709990,DELETE
https://us02web.zoom.us/meeting/register/tZYtdOqrrj8qE9bqEhAcCCAsOLrYUbt9krcp,2021-11-27T12:28:33.205224,2021-11-27T12:28:45.303448,2021-06-28T20:19:49.677708,,3712337,3716698,3709989,UPDATE
92150527643,2022-05-21T09:35:14.607088,2022-05-21T09:35:29.31545,2021-06-28T16:48:12.475425,,40157,3715759,3709989,UPDATE
http://www.facebook.com/brahmakumarisbrighton,2021-11-27T12:27:20.665543,2021-11-27T12:27:35.826398,2021-06-28T20:14:10.940313,,63368,3716669,3709990,DELETE
,2022-04-01T07:05:34.226336,2022-04-14T18:41:12.620297,2021-06-28T20:24:36.559352,,3550309,3716717,3710037,UPDATE
,2021-11-27T11:50:35.343906,2021-11-27T11:50:47.812332,2021-06-28T20:19:38.571133,,3680911,3716697,3710037,UPDATE
https://www.facebook.com/innerspace.glasgow,2021-11-27T12:28:41.478746,2021-11-27T12:28:51.285748,2021-06-28T20:20:41.063177,,3672622,3716703,3709990,DELETE
95211677706,2021-11-27T11:54:17.640085,2021-11-27T11:54:29.517392,2021-06-28T20:20:19.494913,,3327043,3716701,3709989,UPDATE
,2021-11-27T12:05:31.345081,2021-11-27T12:05:48.862401,2021-06-28T20:23:17.579548,,3564173,3716714,3710037,UPDATE
83097692989,2021-11-27T12:11:12.62539,2021-11-27T12:11:24.565781,2021-11-06T17:56:01.347337,,66043,3871124,3709989,UPDATE
95333858791,2022-04-21T07:45:38.051282,2022-04-21T07:45:55.980932,2021-06-28T20:19:04.393793,,47649,3716692,3709989,UPDATE
live,2021-11-27T12:12:06.619383,2021-11-27T12:12:18.954506,2021-10-12T22:32:14.745863,,3840143,3840157,3710003,UPDATE
89995421856,2021-11-27T11:55:47.472717,2021-11-27T11:55:57.094251,2021-06-28T20:21:05.602862,,3472325,3716706,3709989,UPDATE
https://www.facebook.com/BrahmaKumarisLeeds/live_videos/,2021-11-27T11:47:19.425813,2021-11-27T11:47:29.279968,2021-06-28T20:24:47.129448,,3542675,3716719,3709990,DELETE
live,2021-11-27T11:41:33.28639,2021-11-27T11:41:45.295038,2021-06-28T20:16:51.93751,,3564073,3716673,3710003,UPDATE
,2021-11-27T12:18:40.742491,2021-11-27T12:18:50.303961,2021-06-28T20:17:26.044145,,3449790,3716679,3710037,UPDATE
,2021-11-27T11:41:33.28639,2021-11-27T11:41:49.455548,2021-06-28T20:16:51.93751,,3564073,3716674,3710037,UPDATE
,2021-11-27T12:12:24.763689,2021-11-27T12:13:09.101035,2021-11-06T17:57:12.166509,,3550940,3871133,3710037,UPDATE
89459881478,2021-11-27T12:18:40.742491,2021-11-27T12:18:54.603194,2021-06-28T20:17:26.044145,,3449790,3716678,3709989,UPDATE
https://us02web.zoom.us/meeting/register/tZ0kdOGrqT0jH9aOXI3TE4DACPK7e_yNR2ZP,2021-11-27T11:47:19.453613,2021-11-27T11:47:33.503959,2021-06-28T20:24:47.129448,,3542675,3716718,3709989,UPDATE
8140976317,2021-11-27T11:42:33.179532,2021-11-27T11:42:42.597649,2021-06-28T20:22:01.152244,,3473778,3716711,3709989,UPDATE
,2022-06-25T08:04:12.390151,2022-07-08T12:05:57.529396,2022-04-30T20:00:23.311299,,848,4056246,3710037,UPDATE
live,2021-11-27T12:13:14.051099,2021-11-27T12:13:25.490958,2021-06-28T20:20:56.260318,,3548922,3716705,3710003,UPDATE
95031099803,2022-08-02T12:46:49.586235,2022-08-02T12:47:13.940349,2021-06-28T20:21:26.80759,,3501772,3716708,3709989,UPDATE
89546831297,2021-11-27T11:48:00.387902,2021-11-27T11:48:11.96872,2021-06-28T20:18:55.220528,,3526210,3716691,3709989,UPDATE
,2021-11-27T12:28:41.551765,2021-11-27T12:28:55.485393,2021-06-28T20:20:41.063177,,3672622,3716704,3710037,UPDATE
,2021-11-27T11:48:00.936774,2021-11-27T11:48:12.664469,2021-06-28T20:25:10.531819,,65021,3716723,3710037,UPDATE
83097692989,2021-11-27T11:48:00.936774,2021-11-27T11:48:16.843409,2021-06-28T20:25:10.531819,,65021,3716722,3709989,UPDATE
,2021-11-27T11:51:56.345434,2021-11-27T11:52:08.431146,2021-06-28T20:24:59.188661,,3538904,3716721,3710037,UPDATE
82253916939,2021-11-27T11:51:56.345434,2021-11-27T11:52:12.690648,2021-06-28T20:24:59.188661,,3538904,3716720,3709989,UPDATE
https://zoom.us/meeting/register/tJEqduqvqjMqHdUdiqz4E7E0Q8O6Z37Y6lVc,2021-11-27T11:56:46.477293,2021-11-27T11:56:58.724568,2021-06-28T20:16:41.048228,,3590101,3716672,3709989,UPDATE
212852797,2022-06-28T14:12:08.1812,2022-07-08T12:33:50.277397,2021-06-28T20:13:53.314587,,3544967,3716667,3709989,UPDATE
https://www.youtube.com/channel/UCvyk16SyOXFuGWWoRJYtMEg,2021-11-27T12:08:26.429998,2021-11-27T12:08:36.25412,2021-06-28T20:17:12.188386,,3533247,3716675,3709991,DELETE
98882364311,2021-11-27T11:59:01.489738,2021-11-27T11:59:13.446626,2021-06-28T20:17:52.673173,,3689347,3716680,3709989,UPDATE
,2021-11-27T11:59:01.489738,2021-11-27T11:59:17.665848,2021-06-28T20:17:52.673173,,3689347,3716681,3710037,UPDATE
88438581793,2021-11-27T11:54:00.974974,2021-11-27T11:54:12.793105,2021-06-28T20:21:16.03486,,3688883,3716707,3709989,UPDATE
89546831297,2021-11-27T11:48:56.427245,2021-11-27T11:49:08.151758,2021-06-28T20:18:44.5024,,3713456,3716690,3709989,UPDATE
83717666261,2022-08-02T10:50:25.834192,2022-08-02T10:50:46.935247,2021-06-28T20:23:28.784768,,63633,3716715,3709989,UPDATE
https://www.facebook.com/BrahmaKumarisLeeds/live_videos/,2021-11-27T11:46:29.401398,2021-11-27T11:46:43.231963,2021-06-28T21:19:45.116426,,3559966,3716888,3709990,DELETE
92723824750,2021-12-30T20:44:20.499661,2021-12-30T20:44:44.754985,2021-09-19T16:09:09.587027,,3816249,3816265,3709989,UPDATE
Z_m1MtjZk9o,2022-04-30T19:43:22.629091,2022-05-21T20:01:06.496233,2022-04-30T19:39:58.400951,,4056212,4056215,3709991,UPDATE
,2021-11-27T12:00:48.142598,2021-11-27T12:01:00.017593,2021-06-28T20:25:21.788626,,3287686,3716724,3710037,UPDATE
,2021-11-27T12:22:49.633997,2021-11-27T12:22:59.406681,2021-06-28T20:19:15.954493,,64925,3716694,3710037,UPDATE
,2022-07-25T09:50:19.538544,2022-07-25T10:00:29.552171,2022-04-30T11:45:42.287528,,4028320,4056090,3710037,UPDATE
,2021-11-27T11:41:15.931138,2021-11-27T11:41:28.015146,2021-06-28T20:18:21.88342,,65537,3716687,3710037,UPDATE
92245457107,2021-11-27T11:41:15.931138,2021-11-27T11:41:32.350808,2021-06-28T20:18:21.88342,,65537,3716686,3709989,UPDATE
86434981347,2021-11-27T12:22:49.633997,2021-11-27T12:23:03.624793,2021-06-28T20:19:15.954493,,64925,3716693,3709989,UPDATE
https://www.youtube.com/channel/UCvyk16SyOXFuGWWoRJYtMEg,2021-11-27T12:28:41.478746,2021-11-27T12:28:57.25561,2021-06-28T20:20:41.063177,,3672622,3716702,3709991,DELETE
,,2022-04-30T13:40:18.792874,2022-04-30T13:04:03.346913,,4050697,4056119,3710037,INSERT
,,2022-04-30T13:40:18.792874,2022-04-30T13:07:07.56686,,4050697,4056125,3710037,INSERT
v=yJjS8Bj4y,2022-04-30T13:29:59.975838,2022-05-21T20:01:02.930358,2022-04-30T13:26:50.075071,,4050697,4056133,3709991,UPDATE
v=yJjS8Bj4y,2022-04-30T13:29:59.975838,2022-05-21T20:01:02.930358,2022-04-30T13:26:50.075071,,4050697,4056134,3709991,UPDATE
,,2022-04-30T13:40:18.792874,2022-04-30T13:26:50.075071,,4050697,4056135,3710037,INSERT
,,2022-04-30T13:40:18.792874,2022-04-30T13:29:59.971516,,4050697,4056137,3710037,INSERT
,,2022-08-11T15:29:27.854659,2022-08-11T15:29:23.796463,,4151419,4151423,3710037,INSERT
5VrlFKis1BQ,2022-07-30T09:06:58.00109,2022-07-30T09:20:08.539951,2022-07-18T18:16:34.526428,,4129341,4129344,3709991,UPDATE
,,2022-04-30T20:00:37.593926,2022-04-30T19:41:38.220784,,4056212,4056218,3710037,INSERT
,,2022-04-30T20:00:37.593926,2022-04-30T19:42:20.562372,,4056212,4056224,3710037,INSERT
,,2022-04-30T20:00:37.593926,2022-04-30T19:42:38.46723,,4056212,4056226,3710037,INSERT
92846121297,2021-11-27T12:14:37.430387,2021-11-27T12:14:49.289044,2021-06-28T20:36:16.828646,,3325677,3716771,3709989,UPDATE
https://www.youtube.com/user/BrahmaKumarisUK,2021-11-27T12:04:28.747917,2021-11-27T12:04:38.448722,2021-06-28T20:34:16.089861,,3659004,3716757,3709991,DELETE
91742472765,2021-11-27T12:01:37.938576,2021-11-27T12:01:50.303593,2021-06-28T20:37:44.993089,,3703400,3716781,3709989,UPDATE
87575758067,2021-11-27T12:08:04.968066,2021-11-27T12:08:18.866434,2021-06-28T20:33:44.750817,,3476710,3716753,3709989,UPDATE
http://www.facebook.com/brahmakumarisbrighton,2021-11-27T12:07:38.026671,2021-11-27T12:08:42.67556,2021-06-28T20:32:46.376983,,65042,3716751,3709990,DELETE
,2021-11-27T12:01:37.938576,2021-11-27T12:01:54.710861,2021-06-28T20:37:44.993089,,3703400,3716782,3710037,UPDATE
,2021-11-27T12:14:37.430387,2021-11-27T12:14:53.61331,2021-06-28T20:36:16.828646,,3325677,3716772,3710037,UPDATE
,2021-11-27T12:04:28.80289,2021-11-27T12:04:42.746863,2021-06-28T20:34:16.089861,,3659004,3716758,3710037,UPDATE
https://us02web.zoom.us/meeting/register/tZYtdO2hrT8uHdZQ4emWKo__fTYjlWJbCH6v,2021-11-27T12:01:56.114814,2021-11-27T12:02:12.152276,2021-06-28T20:26:41.25482,,3667329,3716732,3709989,UPDATE
81918606692,2021-11-27T12:07:38.15949,2021-11-27T12:08:46.97544,2021-06-28T20:32:46.376983,,65042,3716750,3709989,UPDATE
https://www.youtube.com/channel/UCvyk16SyOXFuGWWoRJYtMEg,2021-11-27T12:10:22.304498,2021-11-27T12:10:33.822164,2021-06-28T20:32:15.367806,,3533258,3716746,3709991,DELETE
,2021-11-27T11:38:59.994735,2021-11-27T11:39:21.740454,2021-06-28T20:31:32.856197,,3664326,3716742,3710037,UPDATE
,2022-02-10T21:16:50.318986,2022-02-10T21:17:01.103282,2022-01-04T13:59:09.222674,,3941784,3941832,3710037,UPDATE
https://us02web.zoom.us/meeting/register/tZYucOqqrj8pHNbZqypYD1UeLw1NbZM_A-eh,2021-11-27T11:47:28.697095,2021-11-27T11:47:40.635181,2021-06-28T20:31:52.224788,,3667276,3716743,3709989,UPDATE
,2021-11-27T12:10:22.360293,2021-11-27T12:10:38.005485,2021-06-28T20:32:15.367806,,3533258,3716748,3710037,UPDATE
live,2021-11-27T12:14:45.331334,2021-11-27T12:14:57.287886,2021-06-28T20:28:00.219588,,3699435,3716735,3710003,UPDATE
,2021-11-27T12:02:12.593445,2021-11-27T12:02:24.497328,2021-06-28T20:37:58.213788,,42852,3716783,3710037,UPDATE
https://us02web.zoom.us/meeting/register/tZwrcuuuqT4vHdRUlWlCiqi65ctfVaTeXSSm,2021-11-27T12:11:53.471992,2021-11-27T12:12:05.729393,2021-06-28T20:39:03.71599,,3712217,3716788,3709989,UPDATE
,2021-11-27T12:14:45.331334,2021-11-27T12:15:01.642908,2021-06-28T20:28:00.219588,,3699435,3716736,3710037,UPDATE
89546831297,2021-11-27T12:13:22.399877,2021-11-27T12:13:34.053819,2021-06-28T20:37:21.390319,,3683357,3716778,3709989,UPDATE
https://us02web.zoom.us/meeting/register/tZYtdu2srzkuH9M65UfsDUV3dvd5tAAwg0ih,2021-11-27T12:09:15.880648,2021-11-27T12:09:33.284193,2021-06-28T20:38:53.298642,,3509431,3716787,3709989,UPDATE
83717666261,2022-08-04T18:09:02.057334,2022-08-04T18:09:18.463544,2021-06-28T20:26:51.833532,,63632,3716733,3709989,UPDATE
91041867892,2021-11-27T11:54:25.580178,2021-11-27T11:54:44.955454,2021-06-28T20:33:56.242458,,3462255,3716755,3709989,UPDATE
live,2021-11-27T11:48:20.376297,2021-11-27T11:48:32.249939,2021-06-28T20:35:52.53365,,3545634,3716767,3710003,UPDATE
97848624225,2021-11-27T12:13:39.374685,2021-11-27T12:13:53.615997,2021-06-28T20:37:07.836908,,3699244,3716776,3709989,UPDATE
,2021-11-27T11:54:25.580178,2021-11-27T11:54:49.252941,2021-06-28T20:33:56.242458,,3462255,3716756,3710037,UPDATE
webcast,2021-11-27T12:10:55.4315,2021-11-27T12:11:18.231207,2021-06-28T17:28:11.447185,,3531629,3715922,3710003,UPDATE
89546831297,2021-11-27T11:41:18.65125,2021-11-27T11:41:27.96822,2021-06-28T20:32:36.976126,,3504392,3716749,3709989,UPDATE
https://us02web.zoom.us/meeting/register/tZIqceihqDwqHtAKdDaJpCNuA638CaEtVxmN,2021-11-27T12:07:22.50209,2021-11-27T12:07:38.92446,2021-06-28T20:38:42.844138,,3547182,3716786,3709989,UPDATE
91405370811,2021-11-27T12:19:35.570727,2021-11-27T12:19:47.877459,2021-06-28T20:37:33.531127,,65263,3716779,3709989,UPDATE
https://www.facebook.com/innerspace.glasgow,2021-11-27T12:27:41.905403,2021-11-27T12:27:51.572035,2021-06-28T20:36:02.991357,,3533251,3716769,3709990,DELETE
,2021-11-27T12:19:35.570727,2021-11-27T12:19:52.304195,2021-06-28T20:37:33.531127,,65263,3716780,3710037,UPDATE
91818979119,2021-11-27T11:57:19.116291,2021-11-27T11:57:33.544547,2021-06-28T20:36:39.856676,,3677124,3716773,3709989,UPDATE
https://us02web.zoom.us/meeting/register/tZ0tc-qrpjopHtQXXC8BvIC0AU-nannXY6MN,2021-11-27T11:44:36.675425,2021-11-27T11:44:48.677456,2021-06-28T20:35:01.44746,,3590309,3716764,3709989,UPDATE
https://zoom.us/meeting/register/tJwtf-2hrDMtGtZvx-lCjfOivXhzgA1W5lT_,2021-11-27T11:41:33.604395,2021-11-27T11:41:45.481455,2021-06-28T20:33:32.49612,,3712248,3716752,3709989,UPDATE
,2021-11-27T12:08:04.968066,2021-11-27T12:08:14.668653,2021-06-28T20:33:44.750817,,3476710,3716754,3710037,UPDATE
https://www.facebook.com/watch/248800691918950/3011253865776872,2021-11-27T11:44:36.629498,2021-11-27T11:44:53.072029,2021-06-28T20:26:25.206488,,65337,3716730,3709990,DELETE
,2021-11-27T12:27:41.925626,2021-11-27T12:27:55.739581,2021-06-28T20:36:02.991357,,3533251,3716770,3710037,UPDATE
https://www.youtube.com/channel/UCvyk16SyOXFuGWWoRJYtMEg,2021-11-27T12:27:41.905403,2021-11-27T12:27:57.624812,2021-06-28T20:36:02.991357,,3533251,3716768,3709991,DELETE
,2021-11-27T11:57:19.116291,2021-11-27T11:57:37.734003,2021-06-28T20:36:39.856676,,3677124,3716774,3710037,UPDATE
,2021-12-31T09:05:49.474371,2021-12-31T09:06:02.903652,2021-12-14T10:41:59.585659,,3927305,3927310,3710037,UPDATE
84798997116,2021-11-27T12:24:44.14077,2021-11-27T12:25:03.675677,2021-06-28T20:30:24.72408,,35206,3716740,3709989,UPDATE
81365656106,2021-11-27T12:16:44.112436,2021-11-27T12:16:56.072053,2021-06-28T20:34:47.88636,,3710071,3716762,3709989,UPDATE
https://zoom.us,2022-02-10T21:16:50.318986,2022-02-10T21:17:03.682509,2022-01-04T13:59:09.222674,,3941784,3941833,3709989,UPDATE
http://www.youtube.com/channel/UCmTemi7HxrcFg91JRAhWePA,2021-11-27T11:43:37.781994,2021-11-27T11:43:47.563626,2021-06-28T20:39:15.249683,,3599443,3716789,3709991,DELETE
,2021-11-27T12:16:44.112436,2021-11-27T12:17:00.185796,2021-06-28T20:34:47.88636,,3710071,3716763,3710037,UPDATE
,2021-11-27T11:43:37.863517,2021-11-27T11:43:51.896164,2021-06-28T20:39:15.249683,,3599443,3716790,3710037,UPDATE
8140976317,2021-11-27T12:01:32.527286,2021-11-27T12:01:49.094533,2021-06-28T20:32:01.832407,,3678584,3716744,3709989,UPDATE
97848624225,,2021-12-14T08:42:32.034636,2021-12-14T08:42:19.242018,,3927197,3927201,3709989,INSERT
98882561483,2021-11-27T11:52:02.877335,2021-11-27T11:52:14.648601,2021-06-28T19:20:32.454762,,3705664,3716377,3709989,UPDATE
,2021-11-27T11:52:02.877335,2021-11-27T11:52:19.078322,2021-06-28T19:20:32.454762,,3705664,3716378,3710037,UPDATE
live,2021-12-31T09:05:49.474371,2021-12-31T09:06:05.274167,2021-12-14T10:41:59.585659,,3927305,3927308,3710003,UPDATE
https://www.facebook.com/innerspace.glasgow,2021-11-27T12:10:22.304498,2021-11-27T12:10:32.03463,2021-06-28T20:32:15.367806,,3533258,3716747,3709990,DELETE
live,2021-11-27T12:11:18.005034,2021-11-27T12:11:30.053435,2021-11-06T17:56:01.326646,,3700570,3871123,3710003,UPDATE
94103334672,2022-06-03T11:57:08.798839,2022-06-03T11:57:33.948909,2022-01-04T20:18:35.247723,,3942384,3942416,3709989,UPDATE
96969113773,2021-11-27T11:54:12.633156,2021-11-27T11:54:24.615242,2021-06-28T20:29:48.489037,,3698957,3716737,3709989,UPDATE
88549230523,2021-11-27T12:26:30.364022,2021-11-27T12:26:44.546455,2021-06-28T20:36:54.057417,,3397546,3716775,3709989,UPDATE
,2022-02-10T21:16:27.686473,2022-02-10T21:16:38.028235,2022-01-04T13:53:10.108936,,3941781,3941809,3710037,UPDATE
,,2022-04-29T17:00:19.144141,2022-04-29T16:43:42.951884,,45034,4055586,3710037,INSERT
81901828981,2021-11-27T12:17:09.089125,2021-11-27T12:17:18.420886,2021-06-28T20:38:31.171969,,3477526,3716784,3709989,UPDATE
,2021-11-27T12:17:09.089125,2021-11-27T12:17:22.679899,2021-06-28T20:38:31.171969,,3477526,3716785,3710037,UPDATE
http://brahmakumaris-uk.zoom.us/j/95376347137?pwd=Wm90QjNxRWVmVUt6NUN3cm05N2lkQT09,2021-12-31T09:05:49.474371,2021-12-31T09:06:07.382134,2021-12-14T10:41:59.585659,,3927305,3927309,3709989,UPDATE
91916420709,2021-11-27T11:36:53.983082,2021-11-27T11:37:05.852988,2021-06-28T20:35:34.94937,,3662390,3716766,3709989,UPDATE
,2021-11-27T12:00:18.396589,2021-11-27T12:00:30.555568,2021-06-28T20:30:13.181729,,65024,3716739,3710037,UPDATE
83365477210,2021-11-27T12:00:18.396589,2021-11-27T12:00:34.726157,2021-06-28T20:30:13.181729,,65024,3716738,3709989,UPDATE
95159615516,2021-11-27T11:38:59.994735,2021-11-27T11:39:17.465594,2021-06-28T20:31:32.856197,,3664326,3716741,3709989,UPDATE
8140976317,2021-11-27T12:01:32.527286,2021-11-27T12:01:49.094533,2021-06-28T20:32:01.832407,,3678584,3716745,3709989,UPDATE
,2022-01-04T15:21:08.568441,2022-01-04T15:40:09.980329,2022-01-03T19:31:12.593212,,3940761,3940765,3710037,UPDATE
,2022-02-21T16:07:53.079217,2022-02-21T16:08:09.015778,2022-01-04T17:21:27.352595,,3942181,3942185,3710037,UPDATE
,2022-06-27T20:44:26.790242,2022-07-08T12:33:59.965726,2022-01-05T11:31:45.190351,,3934961,3942876,3710037,UPDATE
live,2022-01-20T11:31:01.729907,2022-01-20T11:31:10.62221,2022-01-06T10:53:53.107138,,3943954,3943985,3710003,UPDATE
,2022-01-20T11:31:01.729907,2022-01-20T11:31:12.721254,2022-01-06T10:53:53.107138,,3943954,3943986,3710037,UPDATE
93808467812,2022-01-07T20:22:07.990265,2022-01-07T20:40:13.964604,2022-01-06T13:39:07.75082,,3944175,3944178,3709989,UPDATE
93808467812,2022-01-07T20:23:32.487265,2022-01-07T20:40:09.790408,2022-01-06T13:43:18.180981,,3944180,3944183,3709989,UPDATE
,,2022-04-29T17:20:13.321029,2022-04-29T17:01:03.913051,,4017258,4055599,3710037,INSERT
,2022-06-03T11:57:08.798839,2022-06-03T11:57:38.45729,2022-01-04T20:18:35.247723,,3942384,3942417,3710037,UPDATE
,2021-11-27T11:56:51.427971,2021-11-27T11:57:10.104316,2021-06-28T21:15:09.478448,,65437,3716869,3710037,UPDATE
https://us02web.zoom.us/meeting/register/tZ0kdOGrqT0jH9aOXI3TE4DACPK7e_yNR2ZP,2021-11-27T11:43:42.063453,2021-11-27T11:43:53.988157,2021-06-28T20:39:27.068694,,3480520,3716791,3709989,UPDATE
83097692989,2021-11-27T11:47:06.775501,2021-11-27T11:47:18.656423,2021-10-26T16:49:45.154656,,66009,3853867,3709989,UPDATE
live,2021-11-27T11:51:29.675401,2021-11-27T11:51:41.419406,2021-06-28T21:06:10.826393,,3564064,3716845,3710003,UPDATE
81268958327,2021-11-27T12:05:52.172985,2021-11-27T12:06:04.338397,2021-06-28T21:19:08.579533,,3501887,3716884,3709989,UPDATE
https://www.facebook.com/BrahmaKumarisLeeds/videos/,2021-11-27T12:22:41.330232,2021-11-27T12:22:57.439985,2021-06-28T19:52:29.952089,,65200,3716545,3709990,DELETE
https://www.facebook.com/BrahmaKumarisLeeds,2021-11-27T11:56:51.38282,2021-11-27T11:57:11.885027,2021-06-28T21:15:09.478448,,65437,3716867,3709990,DELETE
87308109706,2021-11-27T11:44:15.264259,2021-11-27T11:44:24.7975,2021-06-28T20:39:39.669432,,3498038,3716793,3709989,UPDATE
,2022-07-19T08:55:51.644638,2022-07-19T09:00:41.366775,2022-01-14T14:53:15.618526,,8379,3953672,3710037,UPDATE
https://zoom.us/meeting/register/tJAkd-2uqzMuG9MhugxEvw0TylQuaA20cAcf,2021-11-27T11:59:43.102951,2021-11-27T11:59:55.224454,2021-06-28T20:57:58.443051,,3689265,3716826,3709989,UPDATE
,2021-11-27T11:51:29.675401,2021-11-27T11:51:45.571374,2021-06-28T21:06:10.826393,,3564064,3716846,3710037,UPDATE
live,2021-11-27T12:29:56.912026,2021-11-27T12:30:09.637879,2021-06-28T20:58:32.307204,,3677151,3716830,3710003,UPDATE
89546831297,2021-11-27T11:56:36.253471,2021-11-27T11:56:48.048115,2021-06-28T21:06:37.77306,,3526094,3716849,3709989,UPDATE
89038876890,2021-11-27T12:04:23.370196,2021-11-27T12:04:35.30514,2021-06-28T21:19:19.32074,,3501798,3716885,3709989,UPDATE
87631783279,2022-07-28T16:15:02.274371,2022-07-28T16:16:11.091415,2021-06-28T21:13:00.486355,,3381958,3716863,3709989,UPDATE
https://us02web.zoom.us/meeting/register/tZ0kdOGrqT0jH9aOXI3TE4DACPK7e_yNR2ZP,2021-11-27T11:56:51.427971,2021-11-27T11:57:04.163327,2021-06-28T21:15:09.478448,,65437,3716866,3709989,UPDATE
,2021-11-27T12:17:53.739081,2021-11-27T12:18:08.950477,2021-06-28T21:05:51.853926,,3152963,3716844,3710037,UPDATE
,2021-11-27T12:11:18.716645,2021-11-27T12:11:34.933665,2021-11-06T17:56:09.801689,,3689965,3871126,3710037,UPDATE
https://us02web.zoom.us/meeting/register/tZIvdeygqzIqEtYyqJZBDleLc4XzZkS13lnY,2021-11-27T11:48:29.848558,2021-11-27T11:48:41.597947,2021-06-28T20:58:21.434315,,3712331,3716829,3709989,UPDATE
95169727058,2021-11-27T12:05:50.301028,2021-11-27T12:06:07.718054,2021-06-28T21:18:47.870337,,3664342,3716881,3709989,UPDATE
,2021-11-27T12:04:36.857209,2021-11-27T12:04:49.047382,2021-06-28T21:06:25.21249,,65301,3716848,3710037,UPDATE
,2021-11-27T12:12:05.546443,2021-11-27T12:12:21.961508,2021-11-06T17:56:55.814433,,3712258,3871132,3710037,UPDATE
https://us02web.zoom.us/meeting/register/tZ0kdOGrqT0jH9aOXI3TE4DACPK7e_yNR2ZP,2021-11-27T11:53:22.825131,2021-11-27T11:53:36.682677,2021-06-28T21:02:34.232414,,65591,3716839,3709989,UPDATE
,2021-11-27T11:40:23.399016,2021-11-27T11:40:35.326421,2021-06-28T20:54:24.842337,,3325095,3716819,3710037,UPDATE
,2021-11-27T11:49:03.834399,2021-11-27T11:49:13.265387,2021-06-28T21:12:48.762253,,3458777,3716862,3710037,UPDATE
